등록구분,진행상태,ECN No.,프로젝트,긴급도,중요도,등록일,요청 파트(부서),완료예정일,조치완료일,대책파트/협력사
C8,완료,CH000003205,P2,상,Low,2022-01-28,D41,2020-07-02,2020-07-02,D16
C8,완료,CH000003206,P2,상,Low,2022-01-28,D41,2019-11-24,2019-11-24,D16
C8,완료,CH000003207,P2,상,Low,2022-01-24,D41,,,D16
C1,완료,CH000003208,P2,상,Medium,2021-04-04,D8,2019-10-19,2019-10-19,D88
C2,완료,CH000003209,P2,상,Medium,2019-09-30,D41,2019-09-23,2019-09-23,D41
C10,완료,CH000003210,P2,상,Low,2019-08-31,D49,2019-06-03,2019-06-06,D54
C2,완료,CH000003211,P2,상,Medium,2019-07-22,D41,2019-06-01,2019-06-01,D41
C3,완료,CH000003212,P2,상,Low,2019-07-12,D90,2019-05-05,2019-05-05,D88
C3,완료,CH000003213,P2,상,Low,2019-07-12,D90,2019-04-28,2019-04-28,D88
C8,완료,CH000003214,P2,상,Low,2019-06-21,D22,2019-04-26,2019-04-27,D16
C3,완료,CH000003215,P2,상,Low,2019-06-01,D90,2019-04-11,2019-04-11,D88
C3,완료,CH000003216,P2,상,Low,2019-04-22,D21,2019-04-08,2019-04-08,D90
C3,완료,CH000003217,P2,상,Low,2019-04-14,D21,2019-04-08,2019-04-08,D22
C2,완료,CH000003218,P2,상,Medium,2019-04-14,D21,2019-04-08,2019-04-08,D21
C1,등록취소,CH000003219,P2,상,Medium,2019-03-29,D8,2019-04-08,2019-04-08,D22
C1,등록취소,CH000003220,P2,상,Medium,2019-03-29,D8,2019-04-06,2019-04-06,D22
C1,등록취소,CH000003221,P2,상,Medium,2019-03-28,D8,2019-03-30,2019-03-30,D22
C1,등록취소,CH000003222,P2,상,Medium,2019-03-23,D8,2019-03-25,2019-03-25,D90
C2,완료,CH000003223,P2,상,Medium,2019-03-17,D90,2019-03-25,2019-03-24,D90
C3,완료,CH000003224,P2,상,Low,2019-03-16,D16,2019-03-23,2019-03-23,D88
C2,완료,CH000003225,P2,상,Medium,2019-03-15,D88,2019-03-17,2019-03-17,D88
C1,완료,CH000003226,P2,상,Medium,2019-03-15,D8,2019-03-15,2019-03-22,D42
C3,완료,CH000003227,P2,상,Low,2019-03-14,D16,2019-03-16,2019-03-16,D54
C3,완료,CH000003228,P2,상,Low,2019-03-14,D16,2019-03-11,2019-03-16,D17
C3,완료,CH000003229,P2,상,Low,2019-03-11,D16,2019-03-17,2019-03-18,D23
C3,완료,CH000003230,P2,상,Low,2019-03-11,D16,2019-03-08,2019-03-09,D42
C2,완료,CH000003231,P2,상,Medium,2019-03-10,D16,2019-03-08,2019-03-09,D16
C2,완료,CH000003232,P2,상,Medium,2019-03-09,D22,2019-03-09,2019-03-10,D22
C2,완료,CH000003233,P2,상,Medium,2019-03-09,D22,2019-03-08,2019-03-08,D22
C3,완료,CH000003234,P2,상,Low,2019-03-08,D90,2019-03-08,2019-03-08,D88
C3,완료,CH000003235,P2,상,Low,2019-03-08,D90,2019-03-07,2019-03-07,D88
C2,완료,CH000003236,P2,상,Medium,2019-03-08,D66,2019-02-23,2019-02-23,D66
C2,완료,CH000003237,P2,상,Medium,2019-03-04,D88,2019-02-23,2019-02-23,D88
C2,완료,CH000003238,P2,상,Medium,2019-03-04,D88,2019-02-23,2019-02-23,D88
C2,완료,CH000003239,P2,상,Medium,2019-03-04,D90,2019-02-23,2019-02-23,D90
C2,완료,CH000003240,P2,상,Medium,2019-03-04,D66,2019-02-22,2019-02-22,D66
C2,완료,CH000003241,P2,상,Medium,2019-03-04,D66,2019-02-22,2019-02-23,D66
C3,완료,CH000003242,P2,상,Low,2019-03-02,D23,2019-02-23,2019-02-23,D42
C3,완료,CH000003243,P2,상,Low,2019-03-02,D23,2019-02-11,2019-02-11,D42
C2,완료,CH000003244,P2,상,Medium,2019-03-02,D88,2019-02-11,2019-02-11,D88
C4,등록취소,CH000003245,P2,상,Medium,2019-03-02,D102,2019-02-09,2019-02-09,D90
C4,등록취소,CH000003246,P2,상,Medium,2019-03-02,D102,2019-02-09,2019-02-09,D90
C3,완료,CH000003247,P2,상,Low,2019-03-01,D23,2019-02-08,2019-02-08,D17
C3,완료,CH000003248,P2,상,Low,2019-03-01,D23,2019-02-08,2019-02-08,D17
C2,완료,CH000003249,P2,상,Medium,2019-03-01,D22,2019-02-07,2019-02-07,D22
C2,완료,CH000003250,P2,상,Medium,2019-03-01,D22,2019-02-07,2019-02-07,D22
C2,완료,CH000003251,P2,상,Medium,2019-03-01,D22,2019-02-03,2019-02-03,D22
C2,완료,CH000003252,P2,상,Medium,2019-03-01,D22,2019-02-02,2019-02-03,D22
C2,완료,CH000003253,P2,상,Medium,2019-03-01,D22,2019-02-02,2019-02-02,D22
C2,완료,CH000003254,P2,상,Medium,2019-03-01,D88,2019-01-31,2019-01-31,D88
C2,완료,CH000003255,P2,상,Medium,2019-03-01,D22,2019-01-27,2019-01-27,D22
C4,완료,CH000003256,P2,상,Medium,2019-03-01,D102,2019-01-25,2019-01-25,D90
C4,등록취소,CH000003257,P2,상,Medium,2019-03-01,D102,2019-01-24,2019-01-24,D23
C4,완료,CH000003258,P2,상,Medium,2019-03-01,D102,2019-01-17,2019-01-17,D42
C7,완료,CH000003259,P2,상,Medium,2019-03-01,D102,2019-01-17,2019-01-17,D42
C4,완료,CH000003260,P2,상,Medium,2019-03-01,D102,2019-01-14,2019-01-14,D42
C3,완료,CH000003261,P2,상,Low,2019-02-28,D23,2019-01-17,2019-01-17,D17
C3,완료,CH000003262,P2,상,Low,2019-02-28,D23,2019-01-18,2019-01-19,D17
C2,완료,CH000003263,P2,상,Medium,2019-02-28,D22,2019-02-23,2019-02-23,D22
C2,완료,CH000003264,P2,상,Medium,2019-02-28,D22,2019-01-17,2019-01-17,D22
C2,완료,CH000003265,P2,상,Medium,2019-02-28,D22,2019-01-17,2019-01-17,D22
C7,등록취소,CH000003266,P2,상,Medium,2019-02-28,D102,2019-01-19,2019-01-19,D42
C7,등록취소,CH000003267,P2,상,Medium,2019-02-28,D102,2019-01-13,2019-01-13,D42
C4,완료,CH000003268,P2,상,Medium,2019-02-28,D102,2019-01-13,2019-01-13,D90
C4,완료,CH000003269,P2,상,Medium,2019-02-28,D102,2019-01-13,2019-01-13,D24
C4,완료,CH000003270,P2,상,Medium,2019-02-28,D102,2019-01-13,2019-01-13,D22
C4,완료,CH000003271,P2,상,Medium,2019-02-28,D102,2019-01-13,2019-01-13,D22
C4,완료,CH000003272,P2,상,Medium,2019-02-28,D102,2019-01-12,2019-01-12,D42
C4,등록취소,CH000003273,P2,상,Medium,2019-02-28,D102,2019-01-12,2019-01-12,D90
C4,완료,CH000003274,P2,상,Medium,2019-02-28,D102,2019-01-10,2019-01-10,D90
C4,완료,CH000003275,P2,상,Medium,2019-02-28,D102,2019-01-07,2019-01-07,D90
C7,완료,CH000003276,P2,상,Medium,2019-02-28,D102,2019-01-07,2019-01-07,D90
C4,등록취소,CH000003277,P2,상,Medium,2019-02-28,D102,2019-01-05,2019-01-05,D42
C4,등록취소,CH000003278,P2,상,Medium,2019-02-28,D102,2019-01-04,2019-01-04,D42
C4,등록취소,CH000003279,P2,상,Medium,2019-02-28,D102,2019-01-04,2019-01-04,D42
C4,등록취소,CH000003280,P2,상,Medium,2019-02-28,D102,2019-01-07,2019-01-06,D42
C4,완료,CH000003281,P2,상,Medium,2019-02-28,D102,2019-01-07,2019-01-07,D22
C4,완료,CH000003282,P2,상,Medium,2019-02-28,D102,2019-01-04,2019-01-04,D90
C4,완료,CH000003283,P2,상,Medium,2019-02-28,D102,2019-01-06,2019-01-06,D90
C4,완료,CH000003284,P2,상,Medium,2019-02-28,D102,2019-02-02,2019-02-02,D42
C2,완료,CH000003286,P2,상,Medium,2019-02-25,D23,2019-01-07,2019-01-07,D23
C2,완료,CH000003287,P2,상,Medium,2019-02-25,D88,2018-12-30,2018-12-30,D88
C4,완료,CH000003288,P2,상,Medium,2019-02-25,D102,2018-12-21,2018-12-21,D90
C4,완료,CH000003289,P2,상,Medium,2019-02-25,D102,2018-12-21,2018-12-21,D90
C4,완료,CH000003290,P2,상,Medium,2019-02-25,D102,2018-12-17,2018-12-17,D42
C2,완료,CH000003291,P2,상,Medium,2019-02-24,D22,2018-12-14,2018-12-14,D22
C2,완료,CH000003292,P2,상,Medium,2019-02-24,D22,2018-12-14,2018-12-14,D22
C2,완료,CH000003293,P2,상,Medium,2019-02-24,D22,2018-12-15,2018-12-15,D22
C2,완료,CH000003294,P2,상,Medium,2019-02-24,D22,2018-12-14,2018-12-14,D22
C7,완료,CH000003295,P2,상,Medium,2019-02-24,D102,2018-12-13,2018-12-15,D42
C7,완료,CH000003296,P2,상,Medium,2019-02-24,D102,2018-12-13,2018-12-13,D42
C7,등록취소,CH000003297,P2,상,Medium,2019-02-24,D102,2018-12-10,2018-12-10,D21
C4,완료,CH000003298,P2,상,Medium,2019-02-24,D102,2018-12-09,2018-12-09,D40
C7,완료,CH000003299,P2,상,Medium,2019-02-24,D102,2018-12-09,2018-12-09,D42
C7,완료,CH000003300,P2,상,Medium,2019-02-24,D102,2018-12-14,2018-12-14,D23
C4,등록취소,CH000003301,P2,상,Medium,2019-02-24,D102,2018-12-08,2018-12-08,D42
C2,완료,CH000003303,P2,상,Medium,2019-02-23,D22,2018-12-08,2018-12-08,D22
C4,완료,CH000003304,P2,상,Medium,2019-02-23,D102,2018-12-08,2018-12-08,D22
C7,등록취소,CH000003305,P2,상,Medium,2019-02-23,D102,2018-12-07,2018-12-07,D42
C4,등록취소,CH000003306,P2,상,Medium,2019-02-23,D102,2018-12-07,2018-12-07,D42
C4,완료,CH000003307,P2,상,Medium,2019-02-23,D102,2018-12-07,2018-12-07,D90
C5,완료,CH000003309,P2,하,Low,2019-02-23,D82,2018-12-06,2018-12-07,D42
C5,완료,CH000003310,P2,하,Low,2019-02-23,D82,2018-12-06,2018-12-06,D22
C3,완료,CH000003311,P2,상,Low,2019-02-22,D90,2018-12-10,2018-12-07,D88
C3,완료,CH000003312,P2,상,Low,2019-02-22,D90,2018-12-03,2018-12-03,D88
C3,완료,CH000003313,P2,상,Low,2019-02-22,D90,2018-12-15,2018-12-15,D88
C3,완료,CH000003314,P2,상,Low,2019-02-22,D90,2018-12-02,2018-12-02,D88
C3,완료,CH000003315,P2,상,Low,2019-02-22,D90,2018-12-15,2018-12-15,D88
C3,완료,CH000003316,P2,상,Low,2019-02-22,D90,2018-12-01,2018-12-03,D88
C3,완료,CH000003317,P2,상,Low,2019-02-22,D90,2019-01-04,2019-01-04,D88
C3,완료,CH000003318,P2,상,Low,2019-02-22,D90,2018-12-01,2018-12-01,D88
C2,완료,CH000003319,P2,상,Medium,2019-02-22,D90,2018-11-30,2018-11-30,D90
C2,완료,CH000003320,P2,상,Medium,2019-02-22,D22,2018-11-30,2018-11-30,D22
C4,완료,CH000003321,P2,상,Medium,2019-02-22,D102,2018-11-29,2018-11-29,D22
C4,완료,CH000003322,P2,상,Medium,2019-02-22,D102,2018-12-01,2018-11-24,D22
C4,등록취소,CH000003323,P2,상,Medium,2019-02-22,D102,2018-11-18,2018-11-19,D42
C6,완료,CH000003324,P2,상,Medium,2019-02-22,D102,2018-11-19,2018-11-19,D90
C4,등록취소,CH000003325,P2,상,Medium,2019-02-22,D102,2018-11-18,2018-11-18,D42
C4,등록취소,CH000003326,P2,상,Medium,2019-02-22,D102,2018-11-18,2018-11-18,D24
C7,완료,CH000003327,P2,상,Medium,2019-02-22,D102,2018-11-23,2018-11-23,D42
C4,완료,CH000003328,P2,상,Medium,2019-02-22,D102,2018-11-24,2018-11-29,D90
C4,완료,CH000003329,P2,상,Medium,2019-02-22,D102,2018-11-16,2018-11-16,D21
C4,완료,CH000003330,P2,상,Medium,2019-02-22,D102,2018-11-15,2018-11-15,D23
C4,완료,CH000003331,P2,상,Medium,2019-02-22,D102,2018-11-30,2018-11-16,D21
C4,완료,CH000003332,P2,상,Medium,2019-02-22,D102,2018-12-16,2018-12-16,D22
C4,등록취소,CH000003333,P2,상,Medium,2019-02-22,D102,2018-11-19,2018-11-16,D22
C4,완료,CH000003334,P2,상,Medium,2019-02-22,D102,2018-12-15,2018-12-15,D40
C4,완료,CH000003335,P2,상,Medium,2019-02-22,D102,2018-11-05,2018-11-09,D22
C4,완료,CH000003336,P2,상,Medium,2019-02-22,D102,2018-11-19,2018-11-19,D42
C4,등록취소,CH000003337,P2,상,Medium,2019-02-22,D102,2018-11-05,2018-11-05,D90
C6,완료,CH000003338,P2,상,Medium,2019-02-22,D102,,,D42
C4,완료,CH000003339,P2,상,Medium,2019-02-22,D102,2018-11-02,2018-11-04,D42
C4,등록취소,CH000003340,P2,상,Medium,2019-02-22,D102,2018-11-05,2018-11-09,D24
C4,등록취소,CH000003341,P2,상,Medium,2019-02-22,D102,2018-11-05,2018-11-05,D24
C4,완료,CH000003342,P2,상,Medium,2019-02-22,D102,2018-10-29,2018-10-29,D24
C4,등록취소,CH000003343,P2,상,Medium,2019-02-22,D102,2018-10-29,2018-10-29,D24
C4,완료,CH000003344,P2,상,Medium,2019-02-22,D102,2018-11-02,2018-11-02,D22
C7,완료,CH000003345,P2,상,Medium,2019-02-22,D102,2018-10-28,2018-10-28,D40
C4,완료,CH000003346,P2,상,Medium,2019-02-22,D102,2018-10-29,2018-10-29,D21
C4,등록취소,CH000003347,P2,상,Medium,2019-02-22,D102,2018-10-27,2018-10-27,D42
C4,등록취소,CH000003348,P2,상,Medium,2019-02-22,D102,2018-10-28,2018-11-01,D42
C7,등록취소,CH000003349,P2,상,Medium,2019-02-21,D102,2018-10-27,2018-10-27,D22
C4,등록취소,CH000003350,P2,상,Medium,2019-02-21,D102,2018-10-27,2018-10-27,D21
C4,등록취소,CH000003351,P2,상,Medium,2019-02-20,D102,2018-10-25,2018-10-25,D42
C4,반려,CH000003352,P2,상,Medium,2019-02-20,D102,2018-10-25,2018-10-25,D42
C4,등록취소,CH000003353,P2,상,Medium,2019-02-20,D102,2018-10-27,2018-10-27,D24
C4,완료,CH000003354,P2,상,Medium,2019-02-20,D102,2018-10-25,2018-10-25,D24
C4,완료,CH000003355,P2,상,Medium,2019-02-20,D102,2018-10-29,2018-10-26,D22
C4,등록취소,CH000003356,P2,상,Medium,2019-02-20,D102,2018-10-22,2018-10-22,D22
C4,등록취소,CH000003357,P2,상,Medium,2019-02-20,D102,2018-10-22,2018-10-22,D24
C4,등록취소,CH000003358,P2,상,Medium,2019-02-20,D102,2018-10-22,2018-10-22,D24
C4,등록취소,CH000003359,P2,상,Medium,2019-02-20,D102,2018-10-22,2018-10-22,D24
C4,등록취소,CH000003360,P2,상,Medium,2019-02-20,D102,2018-10-26,2018-11-01,D90
C7,등록취소,CH000003361,P2,상,Medium,2019-02-19,D102,2018-10-25,2018-10-25,D42
C4,등록취소,CH000003362,P2,상,Medium,2019-02-14,D102,2018-10-20,2018-10-20,D40
C4,완료,CH000003363,P2,상,Medium,2019-02-14,D102,2018-10-20,2018-10-20,D42
C4,등록취소,CH000003364,P2,상,Medium,2019-02-14,D102,2018-10-20,2018-10-20,D90
C2,완료,CH000003365,P2,상,Medium,2019-02-12,D90,2018-10-22,2018-10-20,D90
C2,완료,CH000003366,P2,상,Medium,2019-02-12,D90,2018-10-22,2018-10-20,D90
C4,등록취소,CH000003367,P2,상,Medium,2019-02-12,D102,2018-10-18,2018-10-18,D24
C4,등록취소,CH000003368,P2,상,Medium,2019-02-12,D102,2018-10-25,2018-10-25,D22
C4,등록취소,CH000003369,P2,상,Medium,2019-02-12,D102,2018-10-15,2018-10-15,D22
C4,반려,CH000003370,P2,상,Medium,2019-02-12,D102,2018-10-21,2018-10-27,D42
C7,등록취소,CH000003371,P2,상,Medium,2019-02-12,D102,2018-10-21,2018-10-27,D40
C4,등록취소,CH000003372,P2,상,Medium,2019-02-12,D102,2018-10-26,2018-10-27,D90
C2,완료,CH000003373,P2,상,Medium,2019-02-11,D88,2018-10-19,2018-10-21,D88
C2,완료,CH000003374,P2,상,Medium,2019-02-11,D88,2018-10-14,2018-10-15,D88
C2,완료,CH000003375,P2,상,Medium,2019-02-11,D88,2018-10-21,2018-10-27,D88
C2,완료,CH000003376,P2,상,Medium,2019-02-11,D22,2018-10-14,2018-10-15,D22
C2,완료,CH000003377,P2,상,Medium,2019-02-11,D66,2018-12-08,2018-12-08,D66
C4,등록취소,CH000003378,P2,상,Medium,2019-02-11,D102,2018-10-21,2018-10-27,D21
C4,완료,CH000003379,P2,상,Medium,2019-02-11,D102,2018-10-21,2018-10-27,D42
C4,완료,CH000003380,P2,상,Medium,2019-02-11,D102,2018-10-26,2018-10-27,D42
C2,완료,CH000003381,P2,상,Medium,2019-02-10,D88,2018-10-19,2018-10-21,D88
C2,완료,CH000003382,P2,상,Medium,2019-02-10,D88,2018-10-14,2018-10-15,D88
C2,완료,CH000003383,P2,상,Medium,2019-02-10,D88,2018-10-21,2018-10-27,D88
C2,완료,CH000003384,P2,상,Medium,2019-02-10,D42,2018-10-14,2018-10-15,D42
C2,완료,CH000003385,P2,상,Medium,2019-02-10,D66,2019-01-10,2019-01-10,D66
C4,완료,CH000003386,P2,상,Medium,2019-02-10,D102,2018-10-29,2018-11-01,D23
C7,등록취소,CH000003387,P2,상,Medium,2019-02-10,D102,2018-10-14,2018-10-14,D88
C7,등록취소,CH000003388,P2,상,Medium,2019-02-10,D102,2018-10-14,2018-10-14,D90
C4,등록취소,CH000003389,P2,상,Medium,2019-02-10,D102,2018-10-14,2018-10-14,D90
C4,등록취소,CH000003390,P2,상,Medium,2019-02-10,D102,2018-10-14,2018-10-14,D22
C4,완료,CH000003391,P2,상,Medium,2019-02-10,D102,2018-10-20,2018-10-21,D90
C2,완료,CH000003394,P2,상,Medium,2019-02-09,D66,2018-10-25,2018-10-25,D66
C2,완료,CH000003395,P2,상,Medium,2019-02-09,D90,2018-10-25,2018-10-25,D90
C2,완료,CH000003396,P2,상,Medium,2019-02-09,D22,2018-10-13,2018-10-13,D22
C4,완료,CH000003397,P2,상,Medium,2019-02-09,D102,2018-10-13,2018-10-13,D90
C6,완료,CH000003398,P2,상,Medium,2019-02-09,D102,2018-10-13,2018-10-13,D42
C6,완료,CH000003399,P2,상,Medium,2019-02-09,D102,2018-10-13,2018-10-13,D22
C4,완료,CH000003400,P2,상,Medium,2019-02-09,D102,2018-10-13,2018-10-13,D40
C4,완료,CH000003401,P2,상,Medium,2019-02-09,D102,2018-11-26,2018-11-26,D40
C7,완료,CH000003402,P2,상,Medium,2019-02-09,D102,2018-11-02,2018-10-29,D40
C2,완료,CH000003404,P2,상,Medium,2019-02-08,D22,2018-10-29,2018-11-01,D22
C2,완료,CH000003405,P2,상,Medium,2019-02-08,D24,2018-10-15,2018-10-14,D24
C2,완료,CH000003406,P2,상,Medium,2019-02-08,D22,2018-10-25,2018-10-25,D22
C4,완료,CH000003407,P2,상,Medium,2019-02-08,D102,2018-10-12,2018-10-12,D22
C7,완료,CH000003408,P2,상,Medium,2019-02-08,D102,2018-10-11,2018-10-12,D40
C4,완료,CH000003409,P2,상,Medium,2019-02-08,D102,2018-10-11,2018-10-11,D23
C4,반려,CH000003410,P2,상,Medium,2019-02-08,D102,2018-10-11,2018-10-11,D42
C4,반려,CH000003411,P2,상,Medium,2019-02-08,D102,2018-10-11,2018-10-11,D42
C2,완료,CH000003412,P2,상,Medium,2019-02-07,D54,2019-01-13,2018-10-18,D54
C2,완료,CH000003413,P2,상,Medium,2019-02-07,D88,2018-10-29,2018-10-29,D88
C6,완료,CH000003414,P2,상,Medium,2019-02-07,D102,2018-10-15,2018-10-15,D42
C4,완료,CH000003415,P2,상,Medium,2019-02-07,D102,2018-10-22,2018-10-22,D24
C4,완료,CH000003416,P2,상,Medium,2019-02-07,D102,2018-10-11,2018-10-12,D42
C4,등록취소,CH000003417,P2,상,Medium,2019-02-07,D102,2018-11-12,2018-11-11,D90
C4,등록취소,CH000003418,P2,상,Medium,2019-02-07,D102,2018-10-14,2018-10-14,D40
C4,완료,CH000003419,P2,상,Medium,2019-02-07,D102,2018-10-12,2018-10-12,D22
C2,완료,CH000003421,P2,상,Medium,2019-02-04,D22,2018-10-11,2018-10-11,D22
C2,완료,CH000003422,P2,상,Medium,2019-02-04,D71,2018-10-29,2018-10-29,D71
C2,완료,CH000003423,P2,상,Medium,2019-02-04,D66,2018-10-08,2018-10-08,D66
C2,완료,CH000003424,P2,상,Medium,2019-02-04,D22,2018-10-08,2018-10-08,D22
C2,완료,CH000003425,P2,상,Medium,2019-02-04,D71,2018-10-07,2018-10-07,D71
C2,완료,CH000003426,P2,상,Medium,2019-02-04,D66,2018-10-07,2018-10-07,D66
C4,완료,CH000003427,P2,상,Medium,2019-02-04,D102,2018-10-07,2018-10-07,D23
C4,완료,CH000003428,P2,상,Medium,2019-02-04,D102,2018-10-06,2018-10-06,D40
C4,완료,CH000003429,P2,상,Medium,2019-02-04,D102,2018-10-06,2018-10-06,D23
C4,완료,CH000003430,P2,상,Medium,2019-02-04,D102,2018-10-11,2018-10-11,D42
C4,완료,CH000003431,P2,상,Medium,2019-02-04,D102,2018-10-08,2018-10-07,D23
C3,완료,CH000003437,P2,상,Low,2019-02-03,D90,2018-10-22,2018-10-27,D88
C2,완료,CH000003438,P2,상,Medium,2019-02-03,D88,2018-10-13,2018-10-07,D88
C2,완료,CH000003439,P2,상,Medium,2019-02-03,D22,2018-10-13,2018-10-07,D22
C7,완료,CH000003440,P2,상,Medium,2019-02-03,D102,2018-10-13,2018-10-07,D22
C4,등록취소,CH000003441,P2,상,Medium,2019-02-03,D102,2018-10-05,2018-10-05,D40
C4,등록취소,CH000003442,P2,상,Medium,2019-02-03,D102,,,D42
C4,등록취소,CH000003443,P2,상,Medium,2019-02-03,D102,,,D42
C4,완료,CH000003444,P2,상,Medium,2019-02-03,D102,2018-10-06,2018-10-06,D22
C7,완료,CH000003445,P2,상,Medium,2019-02-03,D102,2018-10-06,2018-10-06,D22
C7,완료,CH000003446,P2,상,Medium,2019-02-03,D102,2018-10-05,2018-10-05,D42
C4,완료,CH000003447,P2,상,Medium,2019-02-03,D102,2018-10-05,2018-10-05,D24
C4,완료,CH000003448,P2,상,Medium,2019-02-03,D102,2018-10-06,2018-10-06,D22
C6,등록취소,CH000003449,P2,상,Medium,2019-02-03,D102,2018-10-06,2018-10-06,D42
C4,완료,CH000003450,P2,상,Medium,2019-02-03,D102,2018-10-04,2018-10-04,D23
C4,완료,CH000003451,P2,상,Medium,2019-02-03,D102,2018-10-04,2018-10-04,D24
C8,완료,CH000003454,P2,상,Low,2019-02-03,D22,2018-10-08,2018-10-07,D54
C8,완료,CH000003455,P2,상,Low,2019-02-03,D40,2018-10-21,2018-10-27,D22
C8,완료,CH000003456,P2,상,Low,2019-02-03,D40,2018-10-07,2018-10-07,D21
C3,완료,CH000003457,P2,상,Low,2019-02-02,D90,2018-11-10,2018-11-15,D88
C3,완료,CH000003458,P2,상,Low,2019-02-02,D90,2018-10-06,2018-10-07,D88
C3,완료,CH000003459,P2,상,Low,2019-02-02,D90,2018-10-13,2018-10-18,D88
C3,완료,CH000003460,P2,상,Low,2019-02-02,D90,2018-10-07,2018-10-07,D88
C3,완료,CH000003461,P2,상,Low,2019-02-02,D90,2018-10-06,2018-10-07,D88
C3,완료,CH000003462,P2,상,Low,2019-02-02,D90,2018-10-08,2018-10-08,D88
C3,완료,CH000003463,P2,상,Low,2019-02-02,D90,2018-10-08,2018-10-08,D88
C3,완료,CH000003464,P2,상,Low,2019-02-02,D90,2018-10-08,2018-10-12,D88
C3,완료,CH000003465,P2,상,Low,2019-02-02,D90,2018-10-01,2018-10-01,D88
C3,완료,CH000003466,P2,상,Low,2019-02-02,D90,2018-10-01,2018-10-01,D88
C3,완료,CH000003467,P2,상,Low,2019-02-02,D90,2018-11-23,2018-11-24,D88
C3,완료,CH000003468,P2,상,Low,2019-02-02,D90,2018-11-23,2018-11-24,D88
C3,완료,CH000003469,P2,상,Low,2019-02-02,D90,2018-09-30,2018-09-30,D88
C3,완료,CH000003470,P2,상,Low,2019-02-02,D90,2018-09-30,2018-09-30,D88
C3,완료,CH000003471,P2,상,Low,2019-02-02,D90,2018-09-30,2018-09-30,D88
C3,완료,CH000003472,P2,상,Low,2019-02-02,D90,2018-09-30,2018-09-30,D88
C2,완료,CH000003473,P2,상,Medium,2019-02-02,D22,2018-09-30,2018-09-30,D22
C2,완료,CH000003474,P2,상,Medium,2019-02-02,D90,2018-10-01,2018-10-01,D90
C2,완료,CH000003475,P2,상,Medium,2019-02-02,D64,2018-09-30,2018-09-30,D64
C2,완료,CH000003476,P2,상,Medium,2019-02-02,D88,2018-09-30,2018-09-30,D88
C2,완료,CH000003477,P2,상,Medium,2019-02-02,D88,2018-09-30,2018-09-30,D88
C2,완료,CH000003478,P2,상,Medium,2019-02-02,D88,2018-09-29,2018-09-29,D88
C2,완료,CH000003479,P2,상,Medium,2019-02-02,D88,2018-09-29,2018-09-29,D88
C2,완료,CH000003480,P2,상,Medium,2019-02-02,D90,2018-09-29,2018-09-29,D90
C2,완료,CH000003481,P2,상,Medium,2019-02-02,D22,2018-09-29,2018-09-29,D22
C4,완료,CH000003482,P2,상,Medium,2019-02-02,D102,2018-09-29,2018-09-29,D90
C4,등록취소,CH000003483,P2,상,Medium,2019-02-02,D102,2018-09-30,2018-09-30,D42
C7,완료,CH000003484,P2,상,Medium,2019-02-02,D102,2018-09-29,2018-09-29,D40
C4,완료,CH000003485,P2,상,Medium,2019-02-02,D102,2018-09-29,2018-09-29,D24
C7,완료,CH000003486,P2,상,Medium,2019-02-02,D102,2018-09-28,2018-09-29,D42
C7,완료,CH000003487,P2,상,Medium,2019-02-02,D102,2018-09-28,2018-09-28,D88
C4,완료,CH000003488,P2,상,Medium,2019-02-02,D102,2018-09-28,2018-09-28,D22
C7,완료,CH000003489,P2,상,Medium,2019-02-02,D102,2018-10-01,2018-10-01,D42
C7,반려,CH000003490,P2,상,Medium,2019-02-02,D102,2018-10-07,2018-09-30,D42
C4,완료,CH000003491,P2,상,Medium,2019-02-02,D102,2018-09-28,2018-09-28,D22
C7,반려,CH000003492,P2,상,Medium,2019-02-02,D102,2018-09-29,2018-09-30,D21
C7,등록취소,CH000003493,P2,상,Medium,2019-02-02,D102,2018-10-08,2018-10-08,D40
C7,등록취소,CH000003494,P2,상,Medium,2019-02-02,D102,2018-09-28,2018-09-28,D42
C4,완료,CH000003495,P2,상,Medium,2019-02-02,D102,2018-09-28,2018-09-28,D90
C4,완료,CH000003496,P2,상,Medium,2019-02-02,D102,2018-09-28,2018-09-28,D21
C4,완료,CH000003497,P2,상,Medium,2019-02-02,D102,2018-09-28,2018-09-28,D42
C2,완료,CH000003500,P2,상,Medium,2019-02-01,D64,2018-09-28,2018-09-28,D64
C2,완료,CH000003501,P2,상,Medium,2019-02-01,D66,2018-09-28,2018-09-28,D66
C2,완료,CH000003502,P2,상,Medium,2019-02-01,D17,2018-09-28,2018-09-28,D17
C4,등록취소,CH000003503,P2,상,Medium,2019-02-01,D102,2018-09-28,2018-09-28,D24
C4,완료,CH000003504,P2,상,Medium,2019-02-01,D102,2018-09-29,2018-09-29,D24
C4,완료,CH000003505,P2,상,Medium,2019-02-01,D102,,,D22
C7,완료,CH000003506,P2,상,Medium,2019-02-01,D102,2018-09-29,2018-09-29,D42
C4,등록취소,CH000003507,P2,상,Medium,2019-02-01,D102,2018-09-29,2018-09-29,D22
C7,등록취소,CH000003508,P2,상,Medium,2019-02-01,D102,2018-09-29,2018-09-29,D22
C4,완료,CH000003509,P2,상,Medium,2019-02-01,D102,2018-09-29,2018-09-29,D22
C4,등록취소,CH000003510,P2,상,Medium,2019-02-01,D102,,,D42
